name,rating,n,link,director,star_1,star_2,star_3,synopsis
Chinatown,8.1,"318,981",https://www.imdb.com//title/tt0071315/,Roman Polanski,Jack Nicholson,Faye Dunaway,John Huston,"A private investigator in Los Angeles named Jake Gittes is hired by a woman named Evelyn Mulwray to follow her husband, Hollis Mulwray, the city engineer, who she believes is having an affair. Gittes tails Mulwray and photographs him with a young woman, which Mulwray's wife subsequently shows to him. Mulwray confronts Gittes and breaks his nose.A few days later, Mulwray is found dead, and Gittes is hired by Mulwray's widow to find out who killed him. Gittes's investigation leads him to Noah Cross, a powerful man with ties to the city's water supply. Cross is also Evelyn's father, and Gittes discovers that Hollis Mulwray was killed because he was about to expose Cross's scheme to control the city's water supply.Gittes confronts Cross, who admits his guilt. Cross then tries to buy Gittes off, but Gittes refuses and threatens to go to the police. Cross has his henchmen beat Gittes and leave him for dead.Evelyn Mulwray rescues Gittes and helps him to safety. The two of them then team up to take down Cross and expose his corruption."
Gone with the Wind,8.1,"309,571",https://www.imdb.com//title/tt0031381/,Victor Fleming,Clark Gable,Vivien Leigh,Thomas Mitchell,"Gone with the Wind is a 1939 American epic historical romance film directed by Victor Fleming. The film is set in the American South during the American Civil War and Reconstruction era. The film tells the story of Scarlett O'Hara, the strong-willed daughter of a Georgia plantation owner, who is determined to keep her family's land after the death of her father and the American Civil War. Scarlett falls in love with Rhett Butler, a dashing Confederate army officer, but their relationship is complicated by the social differences between their two worlds."
V for Vendetta,8.1,"1,096,948",https://www.imdb.com//title/tt0434409/,James McTeigue,Hugo Weaving,Natalie Portman,Rupert Graves,"In the future, Britain is a fascist state ruled by a tyrannical government. One man, known only as V, is determined to overthrow the government and restore freedom to the people. He is a skilled fighter and strategist, and he soon gains the support of the people. V's campaign of terror against the government culminates in a massive attack on Parliament on Guy Fawkes Day. In the aftermath, V disappears, but his legend lives on."
Inside Out,8.1,"685,378",https://www.imdb.com//title/tt2096673/,Pete Docter,Amy Poehler,Bill Hader,Lewis Black,"Inside Out is a movie about a girl named Riley who is uprooted from her midwest life when her father starts a new job in San Francisco. The movie follows her emotions - Joy, Fear, Anger, Disgust and Sadness - as they try to adjust to the new life and cope with the challenges that come with it. As Riley tries to find her place in the new city and school, her emotions are constantly at odds with each other, leading to some hilarious and heartwarming moments."
"Lock, Stock and Two Smoking Barrels",8.1,"569,950",https://www.imdb.com//title/tt0120735/,Guy Ritchie,Jason Flemyng,Dexter Fletcher,Nick Moran,"Lock, Stock and Two Smoking Barrels is a British crime comedy film written and directed by Guy Ritchie, released in 1998. The film follows a group of London criminals and their interactions with each other and the wider criminal underworld. The film's title refers to a phrase often used in Cockney rhyming slang. The film stars an ensemble cast including Jason Flemyng, Dexter Fletcher, Nick Moran, Jason Statham, and Vinnie Jones."
The Thing,8.1,"408,350",https://www.imdb.com//title/tt0084787/,John Carpenter,Kurt Russell,Wilford Brimley,Keith David,"A group of American scientists in Antarctica find themselves in the middle of a nightmare when they come face to face with a shape-shifting alien that has the ability to assume the appearance of anyone it kills. As the body count rises, the survivors must not only battle the elements, but also the fear that any one of them could be the Thing."
Dial M for Murder,8.1,"172,023",https://www.imdb.com//title/tt0046912/,Alfred Hitchcock,Ray Milland,Grace Kelly,Robert Cummings,"When Tony Wendice's wife, Margot, confesses to having an affair, Tony decides to murder her. He hatches a diabolical plot in which he blackmails an old college acquaintance, Captain Lesgate, into strangling Margot. Tony plans to make it look like a burglary gone wrong and collect on his wife's life insurance policy. But when Margot fights back and Lesgate ends up dead, Tony must improvise to avoid being caught. In a tense showdown, Tony's murderous plan unravels and Margot triumphs."
The Secret in Their Eyes,8.1,"206,031",https://www.imdb.com//title/tt1305806/,Juan JosÃ© Campanella,Ricardo DarÃ­n,Soledad Villamil,Pablo Rago,A retired legal counselor writes a novel hoping to find closure for one of his unresolved homicide cases from the past.
The Bridge on the River Kwai,8.1,"216,703",https://www.imdb.com//title/tt0050212/,David Lean,William Holden,Alec Guinness,Jack Hawkins,"The film is set in 1941, during World War II, and tells the story of British prisoners of war who are ordered to build a bridge to accommodate the Burma-Siam railway. Their commanding officer, Colonel Nicholson, insists on completing the bridge as a symbol of British morale, despite the horrific conditions. The prisoners are forced to work under the watch of a cruel Japanese commandant, Lt. Colonel Saito. As the prisoners labor, they come to admire and respect their commanding officer, even as they suffer in the tropical heat.The conditions take their toll, and many prisoners die. When the bridge is completed, Colonel Nicholson orders his men to destroy it, rather than let the Japanese use it. But the Japanese have other plans, and the bridge is bombed. The film ends with Colonel Nicholson's death, as he proudly surveys the remains of the bridge."
Howl's Moving Castle,8.1,"377,641",https://www.imdb.com//title/tt0347149/,Hayao Miyazaki,Chieko BaishÃ´,Takuya Kimura,Tatsuya GashÃ»in,"Sophie, a quiet girl working in a hat shop, finds her life thrown into turmoil when she is literally swept off her feet by a handsome but mysterious wizard named Howl. But after she enters his enchanted castle, she is turned into a 90-year-old woman by the Witch of the Waste. Embarking on an incredible adventure to lift the curse, she finds herself in the company of a cast of characters who will change her life forever."
Trainspotting,8.1,"672,550",https://www.imdb.com//title/tt0117951/,Danny Boyle,Ewan McGregor,Ewen Bremner,Jonny Lee Miller,"Renton, a young man in Edinburgh, Scotland, is addicted to heroin and decides to get clean. He enters a detox program, but soon relapses and returns to using. His friends, a group of other addicts, enable his addiction and help him score drugs. Renton tries to get clean again, but the pull of addiction is too strong. He eventually overdoses and dies."
"Three Billboards Outside Ebbing, Missouri",8.1,"488,481",https://www.imdb.com//title/tt5027774/,Martin McDonagh,Frances McDormand,Woody Harrelson,Sam Rockwell,"The film follows Mildred Hayes, who rents three billboards outside her town of Ebbing, Missouri, to call attention to the unsolved rape and murder of her daughter, Angela. The billboards ignite controversy in the town and put Mildred at odds with the local police department, particularly the well-respected Chief Bill Willoughby. As the townspeople react to the billboards in various ways, Mildred must decide whether to let the billboards remain up or to take them down."
Gran Torino,8.1,"760,326",https://www.imdb.com//title/tt1205489/,Clint Eastwood,Clint Eastwood,Bee Vang,Christopher Carley,"Walt Kowalski is a grumpy, old widower who spends his days tending to his garden and complaining about the world around him. When his next door neighbours, a Hmong family, are targeted by a gang of thugs, Walt takes it upon himself to protect them. Despite the language barrier and cultural differences, Walt and the family form a bond, and he comes to see them as his own. When the gang members return to exact revenge, Walt is ready to stand up for what he believes in."
Warrior,8.1,"462,479",https://www.imdb.com//title/tt1291584/,Gavin O'Connor,Tom Hardy,Nick Nolte,Joel Edgerton,"The film follows the story of two estranged brothers who, after the death of their father, are forced to reunite to save the family's martial arts gym. The brothers must put aside their differences to train for a Mixed Martial Arts tournament that could save their gym. Along the way, the brothers rediscover their bond and the true meaning of family."
Fargo,8.1,"662,615",https://www.imdb.com//title/tt0116282/,Joel Coen,William H. Macy,Frances McDormand,Steve Buscemi,"When a car salesman hires two criminals to kidnap his wife in order to collect a ransom from her wealthy father, things quickly go south. As the body count mounts, the very pregnant police chief in charge of the investigation finds herself in a race against time to solve the case before her baby is born."
My Neighbor Totoro,8.1,"326,273",https://www.imdb.com//title/tt0096283/,Hayao Miyazaki,Hitoshi Takagi,Noriko Hidaka,Chika Sakamoto,"The movie My Neighbor Totoro is a classic Miyazaki film about two young girls, Satsuki and Mei, who move to the countryside to be closer to their hospitalized mother. They discover that their new home is inhabited by magical creatures called Totoros, who take them on adventures through the forest. The girls also meet a grumpy old man called the Catbus, who helps them get around. My Neighbor Totoro is a heartwarming story about family, friendship, and the magic of nature."
Prisoners,8.1,"677,016",https://www.imdb.com//title/tt1392214/,Denis Villeneuve,Hugh Jackman,Jake Gyllenhaal,Viola Davis,"In Pennsylvania, Keller Dover's daughter, Anna, and her friend, Joy, go missing. The police, led by Detective Loki, find Joy but not Anna. A suspect, Alex Jones, is quickly arrested, but Keller is convinced that he is not the right man and takes matters into his own hands. Keller's desperate search for answers leads him into a dark, violent world that threatens to destroy him."
Million Dollar Baby,8.1,"674,178",https://www.imdb.com//title/tt0405159/,Clint Eastwood,Hilary Swank,Clint Eastwood,Morgan Freeman,"The film follows the story of Maggie Fitzgerald, a working-class girl from Missouri who dreams of becoming a professional boxer. Her gritty determination catches the eye of Frankie Dunn, an aging trainer with a long-standing reputation in the sport. Dunn takes Maggie under his wing, but despite his efforts, she is constantly underestimated because of her gender. When Maggie finally gets her big break, she must face the ultimate test against the world champion, who happens to be a man."
The Gold Rush,8.1,"109,521",https://www.imdb.com//title/tt0015864/,Charles Chaplin,Charles Chaplin,Mack Swain,Tom Murray,"The Gold Rush is a comedy about a prospector who heads to Alaska in search of gold. He teams up with a fellow prospector and they strike it rich. However, they soon discover that they are not the only ones after the gold and must fight for their claim. The film was written, directed, and produced by Charlie Chaplin."
Blade Runner,8.1,"747,041",https://www.imdb.com//title/tt0083658/,Ridley Scott,Harrison Ford,Rutger Hauer,Sean Young,"Rick Deckard, a former blade runner for the Los Angeles Police Department, is hired by businessman Eldon Tyrell to find four rogue androids known as replicants who have escaped from an off-world colony and returned to Earth to find their creator. Deckard begins his search by tracking down a replicant named Leon Kowalski, but is quickly ambushed by another replicant, Zhora. Deckard narrowly escapes and is able to subdue Zhora with the help of his partner, Holden. Deckard continues his search for the remaining replicants, which leads him to a strip club where he meets Rachael, a replicant who does not know she is one. Deckard falls in love with Rachael, but his feelings are complicated when he is ordered to retire her. Deckard's investigation eventually leads him to the Tyrell Corporation, where he meets and is able to retire the final replicant, Roy Batty. However, before he can retire Deckard, Roy saves his life and then dies."
On the Waterfront,8.1,"152,418",https://www.imdb.com//title/tt0047296/,Elia Kazan,Marlon Brando,Karl Malden,Lee J. Cobb,"On the Waterfront is a 1954 American crime drama film directed by Elia Kazan and written by Budd Schulberg. It stars Marlon Brando, Karl Malden, Lee J. Cobb, Rod Steiger, Pat Henning, and Eva Marie Saint. The film tells the story of union violence and corruption among longshoremen in Hoboken, New Jersey during the 1950s."
Catch Me If You Can,8.1,"935,481",https://www.imdb.com//title/tt0264464/,Steven Spielberg,Leonardo DiCaprio,Tom Hanks,Christopher Walken,"Frank Abagnale Jr. was only 17 years old when he started passing himself off as a pilot, doctor and lawyer and cashing $2.5 million in fraudulent checks. As Frank's crimes increased, so did the level of sophistication, making him the FBI's most wanted man. FBI agent Carl Hanratty was determined to capture Frank and put an end to his elaborate con game. But Carl and Frank developed an unusual respect for each other as Carl pursued him across the globe. Eventually, Carl caught up with Frank in France and brought him back to the U.S. to face justice."
The Third Man,8.1,"169,148",https://www.imdb.com//title/tt0041959/,Carol Reed,Orson Welles,Joseph Cotten,Alida Valli,"The Third Man is a 1949 British film noir directed by Carol Reed and written by Graham Greene. It stars Joseph Cotten, Alida Valli, Trevor Howard, and Orson Welles. The film is set in post-World War II Vienna and features a critically acclaimed score by Anton Karas. Holly Martins, an American writer of pulp Westerns, arrives in Vienna to meet his friend Harry Lime, only to find out that he has recently died in a car accident. At Harry's funeral, Holly meets Harry's girlfriend, Anna Schmidt, and Anna's friend, Baron Kurtz. Kurtz tells Holly that Harry was a criminal who was killed while trying to escape the police.Holly does not believe Kurtz and begins investigating Harry's death on his own. He soon discovers that Harry was involved in a black market scheme selling diluted penicillin on the black market. Holly also discovers that Harry's ""accident"" may not have been an accident at all.As Holly gets closer to the truth, he finds himself in danger from the people who killed Harry. With the help of Anna and Kurtz, Holly finally uncovers the truth about Harry's death and brings the killers to justice."
Children of Heaven,8.1,"73,332",https://www.imdb.com//title/tt0118849/,Majid Majidi,Mohammad Amir Naji,Amir Farrokh Hashemian,Bahare Seddiqi,"After his sister's shoes are ruined, a young boy in Iran must share his own worn-out sneakers with her and search for a new pair on the streets of Tehran."
Ben-Hur,8.1,"235,025",https://www.imdb.com//title/tt0052618/,William Wyler,Charlton Heston,Jack Hawkins,Stephen Boyd,"The film begins with a voice over narration by Lew Wallace, who wrote the book on which the film is based. The narration sets up the story, which is set in Judea in the time of Christ. The film follows the story of Judah Ben-Hur, a rich merchant prince, who is betrayed by his friend Messala and sent into slavery. After years of working as a galley slave, Judah is set free by the Roman general Quintus Arrius. Judah returns to his homeland, where he finds that his mother and sister have died in a leper colony. Judah sets out to seek revenge on Messala, but ends up finding God. In the end, Judah is forgiven by Messala and the two friends are reunited."
The General,8.1,"89,669",https://www.imdb.com//title/tt0017925/,Clyde Bruckman,Buster Keaton,Marion Mack,Glen Cavender,"The General is a 1926 American silent comedy film directed by Buster Keaton and Clyde Bruckman. The film stars Keaton as a Confederate railway engineer who must race against time to stop a Union army train during the American Civil War.The General is widely considered to be one of the greatest films ever made. It was nominated for four Academy Awards, and is ranked #57 on the American Film Institute's list of the 100 greatest American films of all time."
12 Years a Slave,8.1,"684,488",https://www.imdb.com//title/tt2024544/,Steve McQueen,Chiwetel Ejiofor,Michael Kenneth Williams,Michael Fassbender,"Based on an incredible true story of one man's fight for survival and freedom, 12 Years a Slave stars Chiwetel Ejiofor as Solomon Northup, a free black man who is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses, Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon's chance meeting with an abolitionist from Canada (Brad Pitt) forever changes his life."
Wild Strawberries,8.1,"105,415",https://www.imdb.com//title/tt0050986/,Ingmar Bergman,Victor SjÃ¶strÃ¶m,Bibi Andersson,Ingrid Thulin,"Isak Borg, an elderly medical doctor and professor, is forced to confront the shortcomings of his life when he is awarded a honorary degree and begins to receive accolades for his work. Though he is outwardly grumpy and dismissive of the attention, Borg is secretly pleased with the recognition. However, he is haunted by memories of his first love, Sara, who died tragically, and by the choices he made in his life that led him to where he is now.Borg sets out on a road trip to Lund to accept his honorary degree, accompanied by his daughter-in-law Marianne. Along the way, they are joined by Borg's granddaughter Ingrid, who is also Marianne's daughter. The trip becomes a journey of self-discovery for Borg as he confronts his past, his regrets, and his relationships with the people around him.Wild Strawberries is a tender and introspective film that explores the choices we make in life, and how they can shape our future. Isak Borg is a complex and deeply human character, and through his journey we come to understand the importance of living life to the fullest."
Gone Girl,8.1,"948,466",https://www.imdb.com//title/tt2267998/,David Fincher,Ben Affleck,Rosamund Pike,Neil Patrick Harris,The movie Gone Girl is about a woman who goes missing and her husband who is the prime suspect. The movie follows the husband as he tries to clear his name and find his wife. The movie is full of twists and turns that keep the audience guessing until the very end.
The Deer Hunter,8.1,"333,000",https://www.imdb.com//title/tt0077416/,Michael Cimino,Robert De Niro,Christopher Walken,John Cazale,"The Deer Hunter is a 1978 American epic war drama film directed by Michael Cimino about a trio of Russian American steelworkers whose lives were changed forever after they were drafted in the Vietnam War. The film won five Academy Awards, including Best Picture."
Before Sunrise,8.1,"297,734",https://www.imdb.com//title/tt0112471/,Richard Linklater,Ethan Hawke,Julie Delpy,Andrea Eckert,"Before Sunrise is a 1995 American romantic drama film directed by Richard Linklater and written by Linklater and Kim Krizan. The film follows two strangers who meet on a train and spend an evening together in Vienna. Jesse (Ethan Hawke), an American student, and Celine (Julie Delpy), a French student, meet on a train from Budapest and strike up a conversation. They find they have a lot in common and decide to spend the day together in Vienna. They wander around the city, talking about life and love. As the day goes on, they get to know each other better and start to fall in love. However, they both know that they will have to part ways at the end of the day. As they say goodbye, they agree to meet again in six months at the same place. Will they be able to find each other again?"
In the Name of the Father,8.1,"171,084",https://www.imdb.com//title/tt0107207/,Jim Sheridan,Daniel Day-Lewis,Pete Postlethwaite,Alison Crosbie,"In 1993, Gerry Conlon is wrongly convicted of participating in the IRA pub bombings in Guildford, which killed four off-duty British soldiers and a civilian. He spends fifteen years in prison, during which time his father, Giuseppe, visits him regularly, despite being in poor health. Gerry's girlfriend, Emma, also visits him and gives birth to their daughter, whom Gerry has never seen.In prison, Gerry meets a man named Paul Hill, who was also convicted of the Guildford bombings. Hill tells Gerry that he was not involved in the bombings and that the police tortured him into confessing. This gives Gerry hope that he may be able to clear his name.With the help of a lawyer, Gareth Peirce, Gerry and Paul are able to get their convictions overturned. They are released from prison in 1989, after serving fifteen years. Gerry is finally able to meet his daughter and make amends with his father, who has since died."
Harry Potter and the Deathly Hallows: Part 2,8.1,"843,067",https://www.imdb.com//title/tt1201607/,David Yates,Daniel Radcliffe,Emma Watson,Rupert Grint,"The Dark Lord Voldemort has finally succeeded in conquering Hogwarts and killing Harry Potter. As the last remaining members of the Order of the Phoenix fight to defeat Voldemort, Harry Potter makes the ultimate sacrifice to save the world from evil."
Mr. Smith Goes to Washington,8.1,"114,122",https://www.imdb.com//title/tt0031679/,Frank Capra,James Stewart,Jean Arthur,Claude Rains,"Jefferson Smith is a naive, idealistic man who is appointed to fill a vacancy in the United States Senate. He arrives in Washington, D.C. full of optimism and hope for the future. However, he quickly discovers that the reality of politics is far different from his idealistic visions. He becomes caught up in the corrupt machinations of the political machine and finds himself in the middle of a scandal. Despite his innocence, he is forced to resign in disgrace. However, he gives a impassioned speech before the Senate that exposes the corruption and wins back the respect of his fellow Senators."
The Grand Budapest Hotel,8.1,"778,703",https://www.imdb.com//title/tt2278388/,Wes Anderson,Ralph Fiennes,F. Murray Abraham,Mathieu Amalric,"The Grand Budapest Hotel is a Wes Anderson film set in the 1930s in the fictional Republic of Zubrowka. The story follows the adventures of Gustave H., the hotel's legendary concierge, and Zero Moustafa, the lobby boy who becomes his friend and protÃ©gÃ©. The two men are caught up in a whirlwind of theft, murder, and court intrigue after the death of a wealthy dowager who leaves Gustave a priceless painting in her will."
The Wages of Fear,8.1,"59,914",https://www.imdb.com//title/tt0046268/,Henri-Georges Clouzot,Yves Montand,Charles Vanel,Peter van Eyck,"The Wages of Fear is a 1953 thriller directed by Henri-Georges Clouzot. The film follows four European expatriots working in a South American oilfield who are recruited to transport a highly volatile cargo of nitroglycerine over treacherous mountain roads. The men, who are driven by desperation and fear, must put aside their differences to complete their mission. The Wages of Fear is a suspenseful, edge-of-your-seat thriller that will keep you on the edge of your seat until the very end."
Sherlock Jr.,8.1,"48,348",https://www.imdb.com//title/tt0015324/,Buster Keaton,Buster Keaton,Kathryn McGuire,Joe Keaton,"A young man who dreams of being a detective like his hero, Sherlock Holmes, tries to solve a mystery his father is accused of."
Room,8.1,"407,776",https://www.imdb.com//title/tt3170832/,Lenny Abrahamson,Brie Larson,Jacob Tremblay,Sean Bridgers,"Jack is a five year old boy who has been held captive in a small room with his mother for his entire life. His mother, who is also his only caregiver, has been raped and beaten by her captor, who Jack calls ""Old Nick"". Jack has never been outside, and the only world he knows is the Room.One day, Jack and his mother make a daring escape from the Room, and Jack is finally able to see the world outside. He is initially scared and confused by all the new sights and sounds, but he soon begins to adapt and learn about the world.However, the outside world is not as perfect as it seems, and Jack and his mother must deal with the harsh realities of life. They must also grapple with the trauma of their past and learn to move on.Ultimately, Jack and his mother find healing and hope in each other, and they learn that the world can be a beautiful place, despite the darkness that exists in it."
Barry Lyndon,8.1,"163,656",https://www.imdb.com//title/tt0072684/,Stanley Kubrick,Ryan O'Neal,Marisa Berenson,Patrick Magee,"Barry Lyndon is a 1975 drama film directed by Stanley Kubrick, based on the novel The Luck of Barry Lyndon by William Makepeace Thackeray. It stars Ryan O'Neal, Marisa Berenson, Patrick Magee, and Hardy KrÃ¼ger. The film recounts the rise and fall of an Irish adventurer and gambler in 18th century England."
Memories of Murder,8.1,"171,956",https://www.imdb.com//title/tt0353969/,Bong Joon Ho,Kang-ho Song,Kim Sang-kyung,Roe-ha Kim,"In the small town of Gyunggi, South Korea, two detectives, Park Doo-man and Jo Young-gil, are tasked with investigating the town's first ever serial murder case. The detectives are quickly out of their depth, as they have no experience with solving crimes of this nature. With the help of a local woman, Kim Sun-jae, who has a knack for finding clues, the detectives begin to piece together the case. However, just when they think they're getting close to catching the killer, another body is found. As the detectives race against the clock to solve the case, they come to realize that the killer is always one step ahead of them."
The Seventh Seal,8.1,"181,391",https://www.imdb.com//title/tt0050976/,Ingmar Bergman,Max von Sydow,Gunnar BjÃ¶rnstrand,Bengt Ekerot,"A Medieval Knight (Max von Sydow) returns from the Crusades to find his homeland ravaged by the Black Death. He challenges Death (Bengt Ekerot) to a game of chess, hoping to stave off his own demise. As they play, the Knight encounters a series of characters who offer insights into life and death. In the end, the Knight must confront his own mortality."
Hacksaw Ridge,8.1,"499,727",https://www.imdb.com//title/tt2119532/,Mel Gibson,Andrew Garfield,Sam Worthington,Luke Bracey,"Hacksaw Ridge is the extraordinary true story of Desmond Doss (Andrew Garfield), the first conscientious objector in American history to win the Congressional Medal of Honor. Doss was a Seventh Day Adventist who, during WWII, refused to carry or use a weapon due to his religious beliefs. He was drafted into the Army and despite immense pressure from his fellow soldiers and commanding officers, he remained true to his convictions. Doss was eventually sent to the front lines in Okinawa where, against all odds, he saved the lives of 75 men without firing a single shot. His courage and faith ultimately turned the tide in one of the bloodiest battles of the war."
Klaus,8.1,"141,195",https://www.imdb.com//title/tt4729430/,Sergio Pablos,Jason Schwartzman,J.K. Simmons,Rashida Jones,"Klaus is a heartwarming holiday movie about a postal worker who befriends a reclusive toymaker in a remote village and helps him rediscover the joy of Christmas. Klaus lives a lonely existence in the village of Smeerensburg, where the residents are constantly fighting with each other. One day, Klaus has a chance encounter with a young girl named Jesper, who is determined to spread cheer in the village. Jesper encourages Klaus to start making toys again and together they spread holiday cheer throughout the village. Klaus is a feel-good movie that will leave you feeling joyful and grateful for the season of giving."
Wild Tales,8.1,"193,256",https://www.imdb.com//title/tt3011894/,DamiÃ¡n Szifron,DarÃ­o Grandinetti,MarÃ­a Marull,MÃ³nica Villa,"A group of strangers find themselves trapped in a remote roadside diner with a psychopathic truck driver who has a dark secret. As the night progresses, the truck driver's secret is revealed, and the strangers are forced to band together to survive."
The Big Lebowski,8.1,"788,787",https://www.imdb.com//title/tt0118715/,Joel Coen,Jeff Bridges,John Goodman,Julianne Moore,"Jeff 'The Dude' Leboswki is mistaken for Jeffrey Lebowski, who is then roughed up and has his precious rug peed on. In search of recompense, The Dude tracks down his namesake, who offers him a job to deliver the ransom from a kidnapping. Meanwhile, The Dude's looseliving acquaintances enter into their own ambiguous dealings."
How to Train Your Dragon,8.1,"717,835",https://www.imdb.com//title/tt0892769/,Dean DeBlois,Jay Baruchel,Gerard Butler,Christopher Mintz-Plasse,"Hiccup (Jay Baruchel) is a Viking teenager from the island of Berk, where fighting dragons is a way of life. His world is turned upside down when he meets Toothless, a dragon he can't bring himself to kill. Against all odds, Hiccup and Toothless form a unique friendship that changes both of their lives forever."
Mad Max: Fury Road,8.1,"966,141",https://www.imdb.com//title/tt1392190/,George Miller,Tom Hardy,Charlize Theron,Nicholas Hoult,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the help of a group of female prisoners, a psychotic worshiper, and a drifter named Max."
Pather Panchali,8.1,"31,250",https://www.imdb.com//title/tt0048473/,Satyajit Ray,Kanu Bannerjee,Karuna Bannerjee,Subir Banerjee,"Pather Panchali is a 1955 Indian Bengali-language drama film directed by Satyajit Ray and produced by the Government of West Bengal. It is based on Bibhutibhushan Bandopadhyay's 1929 Bengali novel of the same name and is Ray's directorial debut. It features Subir Banerjee, Kanu Banerjee, Karuna Banerjee, Uma Dasgupta, and Chunibala Devi in central roles. The first film in Ray's Apu Trilogy, Pather Panchali depicts the childhood of the protagonist Apu (portrayed by Banerjee and Dasgupta) and his elder sister Durga (portrayed by Devi) in a poor Bengali village.The novel Pather Panchali was first published in Bengali in 1928. Bibhutibhushan Bandopadhyay's story of the coming of age of Apu, a young boy in a Bengali village, first appeared in print in the Bengali periodical Probashi in 1925. In the years that followed, the story was serialized in several other Bengali magazines and newspapers, including Desh, which is how Ray first came across it.Ray began working on the film in 1950, but it took five more years to complete due to financial difficulties. It was shot entirely on location in the village of Bibhutibishnupur in West Bengal, India. The film's title means ""The Song of the Little Road"" in Bengali. Pather Panchali is frequently listed among the greatest films of all time."
Mary and Max,8.1,"174,667",https://www.imdb.com//title/tt0978762/,Adam Elliot,Toni Collette,Philip Seymour Hoffman,Eric Bana,"A young girl named Mary discovers a wounded kangaroo in her backyard and nurses it back to health. She names the kangaroo Max and the two become friends. When Max is fully recovered, he is released back into the wild. Mary and Max stay in touch through letters and eventually meet in person again. They remain friends for life."
Jaws,8.1,"581,196",https://www.imdb.com//title/tt0073195/,Steven Spielberg,Roy Scheider,Robert Shaw,Richard Dreyfuss,"Jaws is a 1975 American thriller film directed by Steven Spielberg and based on Peter Benchley's 1974 novel of the same name. In the film, a giant man-eating great white shark attacks beachgoers on Amity Island, a fictional New England summer resort town, prompting police chief Martin Brody (Roy Scheider) to hunt it with the help of a marine biologist (Richard Dreyfuss) and a professional shark hunter (Robert Shaw).The film's success helped Spielberg launch his career as a Hollywood blockbusters director, and Jaws became the highest-grossing film of all time until the release of Star Wars in 1977. It won several awards for its editing, music, and sound effects, and was nominated for four Academy Awards, including Best Picture."
The Passion of Joan of Arc,8.1,"53,377",https://www.imdb.com//title/tt0019254/,Carl Theodor Dreyer,Maria Falconetti,Eugene Silvain,AndrÃ© Berley,"The film tells the story of Joan of Arc, a young woman who led an army into battle against the English in order to save her country during the Hundred Years' War. Captured by the English, she was tried and convicted of heresy and burned at the stake. The film is a faithful adaptation of the trial transcripts and the final days of Joan's life."
"Monsters, Inc.",8.1,"880,728",https://www.imdb.com//title/tt0198781/,Pete Docter,Billy Crystal,John Goodman,Mary Gibbs,"Monsters, Inc. is a 2001 American computer-animated comedy film produced by Pixar Animation Studios and released by Walt Disney Pictures. The film centers on two monstersâSully and Mikeâwho work in the titular electricity-generating factory. The factory's power comes from the screams of human children, which are harvested through closet doors that open into children's bedrooms.Sully and Mike's world is turned upside down when a human child, Boo, accidentally enters the factory. Sully and Mike must find a way to return Boo to her home before it's too late. Along the way, they discover that the factory's power source is not as it seems, and that the monsters may not be as scary as they thought."
Hotel Rwanda,8.1,"350,531",https://www.imdb.com//title/tt0395169/,Terry George,Don Cheadle,Sophie Okonedo,Joaquin Phoenix,"The film Hotel Rwanda is set during the Rwandan Genocide in 1994. It tells the true story of Paul Rusesabagina (played by Don Cheadle), the manager of the HÃ´tel des Mille Collines in Kigali, Rwanda. As the country descends into chaos, Paul uses his position and influence to protect the Tutsi refugees who have sought shelter at the hotel. But with the United Nations and the world turning a blind eye to the massacre, Paul must risk his own life to save the lives of his guests."
Tokyo Story,8.1,"60,140",https://www.imdb.com//title/tt0046438/,YasujirÃ´ Ozu,ChishÃ» RyÃ»,Chieko Higashiyama,SÃ´ Yamamura,"An aging couple, Tomi and Sukie, travel from their home in the country to visit their children in the city. However, their children are too busy with their own lives to spend much time with them. Tomi and Sukie end up spending most of their time with their granddaughter, Noriko. As they grow closer, the couple starts to remember the good times they had raising their children. They also come to realize that their children are now adults with their own lives and families. In the end, Tomi and Sukie return home, content in knowing that their children still love them."
Dead Poets Society,8.1,"470,360",https://www.imdb.com//title/tt0097165/,Peter Weir,Robin Williams,Robert Sean Leonard,Ethan Hawke,"Todd Anderson and his friends at Welton Academy can hardly believe how different life is now that their new English professor, the unconventional John Keating, is encouraging them to ""make your lives extraordinary."" As Keating inspires his students to pursue their dreams and not be afraid to stand up for what they believe in, the boys take his words to heartâand their lives will never be the same."
Platoon,8.0,"405,794",https://www.imdb.com//title/tt0091763/,Oliver Stone,Charlie Sheen,Tom Berenger,Willem Dafoe,"Chris Taylor is a young, naive American who joins the Army to fight in Vietnam, but quickly learns that he is in over his head. He is sent to the front lines, where he experiences the horrors of war firsthand. He soon befriends a hardened veteran named Sergeant Barnes, who takes him under his wing. But when Barnes is ordered to kill a suspected enemy sympathizer, the lines begin to blur between friend and foe. As the war takes its toll on Taylor's sanity, he must decide who he is fighting for: himself, or his fellow soldiers."
